url,name,cost_text,rooms,parking,desc,schools
https://www.domain.com.au/72-first-avenue-dandenong-north-vic-3175-17173978,"72 First Avenue, Dandenong North VIC 3175",$520,"3 Beds, 2 Baths",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/23-riverview-crescent-eumemmerring-vic-3177-17101975,"23 Riverview Crescent, Eumemmerring VIC 3177",$520 per week,"2 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/19-comber-street-noble-park-vic-3174-17184815,"19 Comber Street, Noble Park VIC 3174",$520 weekly,"3 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/3-22-mons-parade-noble-park-vic-3174-16346648,"3/22 Mons Parade, Noble Park VIC 3174",$520,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/30-judith-street-dandenong-north-vic-3175-17156362,"30 Judith Street, Dandenong North VIC 3175",$510 per week,"3 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-bracknell-street-keysborough-vic-3173-16116800,"1 Bracknell Street, Keysborough VIC 3173",$510 per week,"3 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-19-o-malley-crescent-dandenong-north-vic-3175-17164447,"1/19 O'Malley Crescent, Dandenong North VIC 3175",$500,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/31-chestnut-road-doveton-vic-3177-17189515,"31 Chestnut Road, Doveton VIC 3177",$500 Per Week,"3 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/11-210-corrigan-road-noble-park-vic-3174-17134811,"11/210 Corrigan Road, Noble Park VIC 3174",$500 per week,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-129-corrigan-road-noble-park-vic-3174-10924426,"1/129 Corrigan Road, Noble Park VIC 3174",$500 wk,"2 Beds, 2 Baths",2 Parking,"Magnificent townhouse, ideally located. Offering two bedrooms with wall to wall carpet and built in robes, plus a multi purpose study nook. Spacious open plan living area opening onto a private balcony - great for indoor/outdoor living and entertaining. Designer kitchen with stainless steel appliances and gas cooking. Quality fittings and fixtures throughout. Split system heating and cooling",N/A
https://www.domain.com.au/3-13-french-street-noble-park-vic-3174-17150057,"3/13 French Street, Noble Park VIC 3174",$500,"2 Beds, 2 Baths",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/8-florence-street-noble-park-vic-3174-17183698,"8 Florence Street, Noble Park VIC 3174",$500 per week,"3 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/8-holmes-street-noble-park-vic-3174-12174509,"8 Holmes Street, Noble Park VIC 3174",$500 P/W,"3 Beds, 1 Bath",4 Parking,* Unverified feature,N/A
https://www.domain.com.au/5-kallay-street-dandenong-north-vic-3175-17185812,"5 Kallay Street, Dandenong North VIC 3175",$ 480 PER WEEK,"3 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/5-downard-crescent-dandenong-north-vic-3175-17188600,"5 Downard Crescent, Dandenong North VIC 3175",$480,"3 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-16-brady-road-dandenong-north-vic-3175-13727968,"1/16 Brady Road, Dandenong North VIC 3175",$480 PW,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/4-rolex-court-noble-park-vic-3174-17150238,"4 Rolex Court, Noble Park VIC 3174",$480 pw,"3 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/9-12-14-noble-street-noble-park-vic-3174-17190268,"9/12-14 Noble Street, Noble Park VIC 3174",$480,"3 Beds, 2 Baths",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/96-chandler-road-noble-park-vic-3174-17123470,"96 Chandler Road, Noble Park VIC 3174",$480 per week/$2086 pcm,"3 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-44-moodemere-street-noble-park-vic-3174-17186286,"1/44 Moodemere Street, Noble Park VIC 3174",$470,"2 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/12b-camellia-court-doveton-vic-3177-17158779,"12B Camellia Court, Doveton VIC 3177",$460 per week,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/7-41-ardgower-road-noble-park-vic-3174-17186199,"7/41 Ardgower Road, Noble Park VIC 3174",$460 weekly,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/2-1475-heatherton-road-dandenong-north-vic-3175-15957526,"2/1475 Heatherton Road, Dandenong North VIC 3175",$450,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/15-oak-avenue-doveton-vic-3177-17191559,"15 Oak Avenue, Doveton VIC 3177",$450 PER WEEK,"3 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/3-52-bowmore-road-noble-park-vic-3174-14398325,"3/52 Bowmore Road, Noble Park VIC 3174",$450 wk,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/13-451-princes-highway-noble-park-vic-3174-17183620,"13/451 Princes Highway, Noble Park VIC 3174",$450.00 Per Week,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/10-almond-drive-doveton-vic-3177-17170987,"10 Almond Drive, Doveton VIC 3177","$440pw | $1,912pcm","2 Beds, 1 Bath",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/3-11-rhoden-court-dandenong-north-vic-3175-17173523,"3/11 Rhoden Court, Dandenong North VIC 3175",$450,"2 Beds, 1 Bath",1 Parking,"This nice 2 bedroom home is perfect for those seeking a convenient lifestyle. This property is close to the following schools: Wooranna Park Primary School, Silverton Primary School, Rosewood Downs Primary School and Lyndale Secondary College. This property is also within close proximity to: Mulgrave Private Hospital, Waverley Gardens Shopping Centre, gyms, parks and all other necessary amenities",N/A
https://www.domain.com.au/4-21-noble-street-noble-park-vic-3174-17143644,"4/21 Noble Street, Noble Park VIC 3174",$430 wk,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/42a-boyd-street-dandenong-north-vic-3175-17117758,"42A Boyd Street, Dandenong North VIC 3175",$ 420 PER WEEK,"2 Beds, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-1a-comber-street-noble-park-vic-3174-9841864,"1/1A Comber Street, Noble Park VIC 3174","$420 pw / $1,825pcm","2 Beds, 1 Bath",1 Parking,"**Click ""Get in touch"" to be notified of the next open for inspection time **This fantastic unit is located close to Sandown Railway Station and only minutes drive from Noble Park shopping strips and Springvale Shopping Centre. The home provides floating floor boards throughout, lounge with an air conditioner split system, kitchen with gas cooking, and plenty of storage spaces. Two spacious",N/A
https://www.domain.com.au/2-15-leonard-avenue-noble-park-vic-3174-17189042,"2/15 Leonard Avenue, Noble Park VIC 3174",$360.00,"1 Bed, 1 Bath",1 Parking,Lynn Xu,N/A
https://www.domain.com.au/2-9-gardiner-avenue-dandenong-north-vic-3175-17142360,"2/9 Gardiner Avenue, Dandenong North VIC 3175",Under Application,"1 Bed, 1 Bath",− Parking,* Unverified feature,N/A
https://www.domain.com.au/7-9-gardiner-avenue-dandenong-north-vic-3175-16615194,"7/9 Gardiner Avenue, Dandenong North VIC 3175",Under Application,"1 Bed, 1 Bath",− Parking,* Unverified feature,N/A
https://www.domain.com.au/5-62-kelvinside-rd-noble-park-vic-3174-17176120,"5/62 KELVINSIDE RD, Noble Park VIC 3174",$340,"1 Bed, 1 Bath",− Parking,* Unverified feature,N/A
https://www.domain.com.au/4-10-cole-street-noble-park-vic-3174-17190439,"4/10 Cole Street, Noble Park VIC 3174",$ 340 PER WEEK,"1 Bed, 1 Bath",1 Parking,* Unverified feature,N/A
https://www.domain.com.au/1-william-avenue-dandenong-south-vic-3175-16632142,"1 William Avenue, Dandenong South VIC 3175",$ 330-350 PER WEEK,"1 Bed, 1 Bath",− Parking,* Unverified feature,N/A
https://www.domain.com.au/68-coolavin-road-noble-park-north-vic-3174-16604798,"68 Coolavin Road, Noble Park North VIC 3174",$330 per week,"1 Bed, 1 Bath",− Parking,"Located close to a plethora of schools - Oakwood, Silverton, Lyndale Greens primary schools and Lyndale Secondary College, Nazareth College and Carwatha College - a family can securely settle into the area for the long term, knowing their schooling needs are being catered to.",N/A
https://www.domain.com.au/4-3-stud-road-dandenong-north-vic-3175-16072300,"4/3 Stud Road, Dandenong North VIC 3175",$320,"2 Beds, 1 Bath",1 Parking,"Second floor two bedroom apartment comprising lounge, kitchen with gas cooking appliances. Built in robes to both bedrooms. Bathroom/ laundry combined. Allocated car space. Bus stop at your doorstep.",N/A
https://www.domain.com.au/7-20-sunline-avenue-noble-park-north-vic-3174-13779207,"7/20 Sunline Avenue, Noble Park North VIC 3174",$295 per week,"0 Beds, 1 Bath",1 Parking,Please use the property ID code 2516 when phoning. Please do not text.,N/A
https://www.domain.com.au/noble-park-vic-3174-13855317,Noble Park VIC 3174,Leased,"2 Beds, 1 Bath",1 Parking,"Situated in a very handy location this First floor apartment, is situated within walking distance to train station, shops, school and all amenities.It offers: 2 good size bedrooms both with robes, large kitchen for an apartment with gas cooking, security door with fly screen at the entrance door in front and rear of the property at the kitchen, so plenty of fresh air while cooking, Separate",N/A
https://www.domain.com.au/26-warbla-street-dandenong-north-vic-3175-15015598,"26 Warbla Street, Dandenong North VIC 3175",$220 per week,"7 Beds, 5 Baths",2 Parking,* Unverified feature,N/A
https://www.domain.com.au/5-morris-dandenong-north-vic-3175-15787735,"5 Morris, Dandenong North VIC 3175",$205 per week,"1 Bed, 1 Bath",− Parking,* Unverified feature,N/A
https://www.domain.com.au/58-douglas-street-noble-park-vic-3174-8601933,"58 Douglas Street, Noble Park VIC 3174",APPLY NOW - From $205 per week,"1 Bed, 1 Bath",− Parking,"Location, Location, Location.",N/A
https://www.domain.com.au/37-buldah-street-dandenong-north-vic-3175-16560240,"37 Buldah Street, Dandenong North VIC 3175",$170,"5 Beds, 1 Bath",− Parking,* Unverified feature,N/A
https://www.domain.com.au/16-waranga-street-dandenong-north-vic-3175-16560275,"16 Waranga Street, Dandenong North VIC 3175",$150,"7 Beds, 1 Bath",− Parking,* Unverified feature,N/A
